City,Economic Need Index,School Income Estimate,Percent ELL,Student Attendance Rate,Percent of Students Chronically Absent,Rigorous Instruction %,Rigorous Instruction Rating,Collaborative Teachers %,Collaborative Teachers Rating,Supportive Environment %,Supportive Environment Rating,Effective School Leadership %,Effective School Leadership Rating,Strong Family-Community Ties %,Strong Family-Community Ties Rating,Trust %,Trust Rating,Student Achievement Rating,Average ELA Proficiency,Average Math Proficiency,Average Proficiency
BRONX,0.566,43325,8%,97%,4%,95%,Exceeding Target,96%,Exceeding Target,91%,Exceeding Target,92%,Exceeding Target,86%,Meeting Target,94%,Exceeding Target,Exceeding Target,2.97,3.25,3.11
BRONX,0.849,24842.22,34%,92%,29%,97%,Exceeding Target,89%,Meeting Target,97%,Meeting Target,81%,Meeting Target,85%,Meeting Target,90%,Meeting Target,Approaching Target,2.53,2.45,2.49
BRONX,0.779,27967.11,8%,95%,9%,82%,Approaching Target,84%,Meeting Target,84%,Meeting Target,81%,Meeting Target,88%,Meeting Target,90%,Meeting Target,Meeting Target,2.41,2.53,2.47
BRONX,0.756,26028.95,10%,96%,3%,87%,Meeting Target,84%,Meeting Target,77%,Approaching Target,86%,Meeting Target,85%,Meeting Target,88%,Meeting Target,Exceeding Target,3.24,3.47,3.355
BRONX,0.593,41991.37,8%,94%,19%,99%,Exceeding Target,97%,Exceeding Target,97%,N/A,92%,Exceeding Target,76%,Not Meeting Target,96%,Exceeding Target,Meeting Target,2.99,3.36,3.175
BRONX,0.769,29416.51,9%,96%,9%,91%,Meeting Target,92%,Meeting Target,78%,Meeting Target,86%,Meeting Target,83%,Meeting Target,90%,Meeting Target,Meeting Target,2.69,2.81,2.75
BRONX,0.928,23312.54,14%,93%,26%,89%,Meeting Target,90%,Meeting Target,93%,Exceeding Target,88%,Meeting Target,89%,Meeting Target,93%,Meeting Target,Meeting Target,2.57,3.04,2.805
BRONX,0.761,32642.03,16%,100%,0%,96%,Exceeding Target,96%,Exceeding Target,94%,Exceeding Target,96%,Exceeding Target,91%,Exceeding Target,98%,Exceeding Target,Approaching Target,2.43,2.66,2.545
BRONX,0.862,23824.44,18%,97%,4%,93%,Meeting Target,92%,Exceeding Target,88%,Meeting Target,84%,Meeting Target,85%,Meeting Target,96%,Exceeding Target,Approaching Target,2.21,2.29,2.25
BRONX,0.818,26578.37,20%,95%,11%,95%,Exceeding Target,93%,Exceeding Target,93%,Exceeding Target,90%,Exceeding Target,84%,Meeting Target,95%,Exceeding Target,Meeting Target,2.59,2.76,2.675
BRONX,0.648,36726.4,3%,95%,12%,93%,Meeting Target,93%,Exceeding Target,79%,Approaching Target,86%,Meeting Target,80%,Approaching Target,87%,Approaching Target,Approaching Target,2.55,2.83,2.69
BRONX,0.798,26912.82,13%,96%,5%,77%,Approaching Target,77%,Approaching Target,87%,Meeting Target,70%,Approaching Target,85%,Meeting Target,91%,Meeting Target,Approaching Target,2.3,2.46,2.38
BRONX,0.764,29665.65,5%,95%,14%,90%,Meeting Target,95%,Exceeding Target,89%,Meeting Target,88%,Exceeding Target,90%,Exceeding Target,94%,Exceeding Target,Meeting Target,2.67,2.87,2.77
BRONX,0.848,24982.3,10%,94%,20%,95%,Exceeding Target,84%,Meeting Target,95%,Exceeding Target,80%,Meeting Target,83%,Approaching Target,91%,Meeting Target,Exceeding Target,2.83,3.11,2.97
BRONX,0.825,25654.97,6%,0%,100%,97%,Exceeding Target,92%,Meeting Target,98%,Meeting Target,84%,Meeting Target,93%,Exceeding Target,97%,Exceeding Target,Exceeding Target,3.23,3.97,3.6
BRONX,0.794,27365.08,7%,0%,100%,99%,Exceeding Target,95%,Exceeding Target,98%,Meeting Target,88%,Exceeding Target,94%,Exceeding Target,97%,Exceeding Target,Exceeding Target,3.16,3.91,3.535
BRONX,0.654,38268.68,0%,95%,33%,96%,Exceeding Target,98%,Exceeding Target,87%,Approaching Target,91%,Exceeding Target,90%,Exceeding Target,95%,Exceeding Target,Exceeding Target,3,3.52,3.26
BRONX,0.535,44086.43,1%,96%,10%,95%,Exceeding Target,95%,Exceeding Target,96%,Exceeding Target,86%,Meeting Target,86%,Meeting Target,98%,Exceeding Target,Meeting Target,3.03,3.18,3.105
BRONX,0.832,27243.69,19%,95%,13%,94%,Exceeding Target,93%,Exceeding Target,94%,Exceeding Target,88%,Meeting Target,83%,Meeting Target,94%,Meeting Target,Meeting Target,2.48,2.6,2.54
BRONX,0.825,24172.46,11%,94%,24%,93%,Meeting Target,90%,Meeting Target,88%,Meeting Target,88%,Exceeding Target,88%,Meeting Target,93%,Meeting Target,Meeting Target,2.5,2.85,2.675
BRONX,0.724,26422.05,2%,95%,12%,97%,Exceeding Target,92%,Exceeding Target,89%,Meeting Target,84%,Meeting Target,86%,Meeting Target,94%,Meeting Target,Meeting Target,2.77,3.09,2.93
BRONX,0.544,47192.42,2%,95%,12%,93%,Meeting Target,91%,Meeting Target,96%,Exceeding Target,89%,Exceeding Target,91%,Exceeding Target,95%,Exceeding Target,Meeting Target,2.6,3.29,2.945
BRONX,0.84,29096.71,15%,93%,22%,87%,Approaching Target,84%,Meeting Target,84%,Approaching Target,77%,Meeting Target,85%,Meeting Target,84%,Approaching Target,Exceeding Target,2.74,3.19,2.965
